,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,agent,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,res_room_typeR,assn_room_typeR,cust_typeR,res_statusR,hotelR,arrival_date_monthR,mealR,deposit_typeR,market_segmentR,dist_channelR,countryR
1313,1.0,55.0,2016.0,39.0,18.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,102.0,0.0,3.0,0,2.0,2,2,1,8.0,1,0,3,1,1
1322,0.0,342.0,2016.0,39.0,18.0,4.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,48.75,0.0,1.0,3,3.0,0,0,1,8.0,0,0,1,0,0
1493,1.0,177.0,2016.0,40.0,26.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,99.0,0.0,1.0,0,0.0,2,1,1,8.0,0,0,0,0,1
1547,1.0,263.0,2016.0,40.0,28.0,4.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,71.04,0.0,2.0,3,3.0,2,1,1,8.0,0,0,0,0,1
1583,1.0,24.0,2016.0,40.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,169.0,0.0,3.0,6,6.0,2,1,1,9.0,0,0,0,0,1
2141,1.0,71.0,2016.0,44.0,24.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,106.2,0.0,2.0,6,6.0,2,1,1,9.0,0,0,3,1,2
2276,1.0,214.0,2016.0,45.0,31.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,0.0,32.23,0.0,1.0,0,0.0,2,1,1,9.0,0,0,1,0,1
2695,1.0,105.0,2016.0,51.0,17.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,37.8,0.0,1.0,0,0.0,2,1,1,11.0,0,0,0,0,2
2840,1.0,317.0,2016.0,53.0,30.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,72.0,0.0,0.0,4,4.0,2,1,1,11.0,0,0,1,0,1
2895,1.0,20.0,2017.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,88.0,0.0,1.0,6,6.0,2,1,1,0.0,0,0,0,0,2
4276,1.0,225.0,2017.0,17.0,26.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,241.0,0.0,41.58,0.0,2.0,0,0.0,2,1,1,3.0,0,0,0,0,1
4571,1.0,115.0,2017.0,19.0,9.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,100.0,0.0,3.0,3,3.0,2,1,1,4.0,0,0,0,0,2
4786,1.0,227.0,2017.0,21.0,25.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,50.85,0.0,0.0,3,3.0,0,1,1,4.0,0,0,1,0,1
4790,1.0,351.0,2017.0,21.0,25.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,122.0,0.0,2.0,4,4.0,2,1,1,4.0,1,0,0,0,0
5249,1.0,206.0,2017.0,24.0,15.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,243.0,0.0,68.4,0.0,0.0,3,3.0,2,1,1,5.0,0,0,1,0,1
5371,1.0,253.0,2017.0,25.0,21.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,107.1,0.0,2.0,4,4.0,2,1,1,5.0,0,0,0,0,2
5521,1.0,178.0,2017.0,26.0,28.0,2.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,175.0,0.0,106.56,0.0,0.0,2,2.0,2,1,1,5.0,0,0,0,0,1
5580,1.0,164.0,2017.0,26.0,1.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,175.0,0.0,141.12,0.0,0.0,2,2.0,2,1,1,6.0,1,0,0,0,1
5584,1.0,155.0,2017.0,26.0,1.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,196.0,0.0,146.93,0.0,0.0,2,2.0,2,1,1,6.0,1,0,0,0,1
5965,1.0,347.0,2017.0,29.0,21.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,237.34,0.0,3.0,6,6.0,2,1,1,6.0,4,0,3,1,1
6499,1.0,291.0,2017.0,33.0,13.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,117.3,0.0,1.0,3,3.0,0,1,1,7.0,0,0,1,0,1
6560,1.0,211.0,2017.0,33.0,16.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,153.75,0.0,0.0,0,0.0,2,1,1,7.0,0,0,0,0,2
6696,1.0,202.0,2017.0,34.0,21.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,192.0,0.0,2.0,0,0.0,2,1,1,7.0,1,0,0,0,1
7976,1.0,132.0,2015.0,30.0,19.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,240.0,0.0,172.0,0.0,1.0,0,0.0,2,1,1,6.0,0,0,0,0,1
8707,0.0,43.0,2015.0,30.0,21.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,242.0,0.0,157.37,0.0,2.0,4,4.0,2,0,1,6.0,1,0,0,0,2
8901,0.0,33.0,2015.0,31.0,27.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,145.0,0.0,1.0,0,0.0,2,0,1,6.0,1,0,3,1,2
8914,0.0,77.0,2015.0,31.0,29.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,241.0,0.0,121.35,0.0,3.0,2,2.0,2,0,1,6.0,0,0,0,0,2
8933,0.0,67.0,2015.0,32.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,241.0,0.0,137.9,1.0,2.0,3,3.0,2,0,1,7.0,0,0,0,0,2
8934,0.0,67.0,2015.0,32.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,241.0,0.0,137.9,1.0,1.0,3,3.0,2,0,1,7.0,0,0,0,0,2
8994,0.0,328.0,2015.0,32.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,164.0,0.0,1.0,0,4.0,2,0,1,7.0,0,0,0,0,2
9003,0.0,93.0,2015.0,32.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,134.0,0.0,4.0,0,0.0,2,0,1,7.0,0,0,0,0,1
9037,0.0,12.0,2015.0,32.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,241.0,0.0,172.63,0.0,2.0,5,6.0,2,0,1,7.0,0,0,0,0,0
9104,0.0,126.0,2015.0,32.0,3.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,177.0,0.0,134.1,0.0,2.0,3,3.0,2,0,1,7.0,1,0,1,0,1
9201,0.0,64.0,2015.0,33.0,11.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,133.0,0.0,2.0,0,3.0,2,0,1,7.0,1,0,1,0,1
9202,0.0,130.0,2015.0,32.0,8.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,113.9,0.0,1.0,0,0.0,2,0,1,7.0,0,0,3,1,1
9219,0.0,150.0,2015.0,33.0,9.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,171.0,0.0,120.38,0.0,3.0,0,2.0,2,0,1,7.0,0,0,1,0,2
9282,0.0,118.0,2015.0,33.0,10.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,142.3,0.0,1.0,0,0.0,2,0,1,7.0,3,0,1,0,1
9308,0.0,2.0,2015.0,34.0,16.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,159.33,0.0,3.0,0,2.0,2,0,1,7.0,0,0,0,0,1
9333,0.0,0.0,2015.0,34.0,19.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,165.0,0.0,3.0,0,4.0,2,0,1,7.0,0,0,0,0,1
9348,0.0,95.0,2015.0,34.0,16.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,166.0,0.0,3.0,0,0.0,2,0,1,7.0,1,0,0,0,1
9416,0.0,66.0,2015.0,34.0,17.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,142.0,0.0,149.2,0.0,1.0,3,3.0,2,0,1,7.0,1,0,1,0,2
9448,0.0,117.0,2015.0,34.0,18.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,169.0,0.0,2.0,3,3.0,3,0,1,7.0,3,0,1,0,1
9505,0.0,49.0,2015.0,35.0,25.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,142.0,0.0,177.47,1.0,2.0,4,5.0,2,0,1,7.0,1,0,1,0,2
9575,0.0,35.0,2015.0,35.0,24.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,189.33,1.0,3.0,0,0.0,2,0,1,7.0,1,0,0,0,1
9689,0.0,28.0,2015.0,35.0,29.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,131.4,1.0,1.0,0,3.0,2,0,1,7.0,1,0,3,1,1
9738,0.0,47.0,2015.0,36.0,30.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,241.0,0.0,100.7,1.0,1.0,3,3.0,2,0,1,7.0,0,0,0,0,0
9909,1.0,259.0,2015.0,38.0,18.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,240.0,0.0,83.0,0.0,1.0,0,0.0,2,1,1,8.0,0,0,0,0,1
10127,0.0,108.0,2015.0,38.0,13.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,131.67,0.0,2.0,6,6.0,2,0,1,8.0,0,0,0,0,2
10305,0.0,131.0,2015.0,39.0,23.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,99.0,0.0,2.0,4,4.0,2,0,1,8.0,0,0,0,0,2
10414,0.0,1.0,2015.0,41.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,56.0,0.0,1.0,0,0.0,2,0,1,9.0,0,0,0,0,2
10499,0.0,89.0,2015.0,41.0,5.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,62.0,1.0,1.0,0,2.0,2,0,1,9.0,0,0,0,0,1
10601,0.0,110.0,2015.0,41.0,6.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,314.0,0.0,52.8,0.0,1.0,3,3.0,2,0,1,9.0,0,0,1,0,0
10707,0.0,39.0,2015.0,41.0,9.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,108.75,0.0,1.0,6,6.0,2,0,1,9.0,0,0,0,0,2
10901,0.0,9.0,2015.0,42.0,15.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,314.0,0.0,74.57,0.0,1.0,0,2.0,2,0,1,9.0,1,0,1,0,0
11080,0.0,21.0,2015.0,43.0,22.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,243.0,0.0,43.93,0.0,2.0,0,0.0,2,0,1,9.0,0,0,1,0,0
11617,0.0,44.0,2015.0,47.0,21.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,67.5,0.0,2.0,0,4.0,2,0,1,10.0,1,0,0,0,1
12119,0.0,5.0,2015.0,49.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,67.4,0.0,0.0,0,3.0,2,0,1,11.0,3,0,1,0,2
12124,0.0,5.0,2015.0,49.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,49.4,0.0,0.0,0,3.0,2,0,1,11.0,1,0,1,0,2
12167,0.0,17.0,2015.0,49.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,0.0,30.5,0.0,1.0,0,0.0,2,0,1,11.0,0,0,1,0,2
12231,0.0,18.0,2015.0,50.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,93.0,0.0,2.0,3,3.0,2,0,1,11.0,1,0,3,1,2
12339,0.0,3.0,2015.0,50.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,2.0,3,3.0,2,0,1,11.0,0,0,0,0,1
12542,0.0,16.0,2015.0,51.0,19.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,69.0,1.0,3.0,2,6.0,2,0,1,11.0,0,0,0,0,2
12575,0.0,46.0,2015.0,52.0,20.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,26.0,0.0,1.0,3,3.0,3,0,1,11.0,0,0,1,0,2
12578,0.0,46.0,2015.0,52.0,20.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,26.0,0.0,2.0,0,3.0,3,0,1,11.0,0,0,1,0,2
12590,0.0,25.0,2015.0,52.0,22.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,46.4,0.0,3.0,3,3.0,2,0,1,11.0,0,0,0,0,2
12665,0.0,14.0,2015.0,52.0,25.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,61.0,1.0,2.0,0,2.0,2,0,1,11.0,0,0,0,0,1
12739,0.0,3.0,2015.0,53.0,27.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,71.0,1.0,1.0,4,4.0,2,0,1,11.0,0,0,3,1,1
12767,0.0,23.0,2015.0,53.0,27.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,104.0,1.0,2.0,2,2.0,2,0,1,11.0,1,0,3,1,1
12878,0.0,26.0,2016.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,65.0,1.0,2.0,4,4.0,2,0,1,0.0,0,0,3,1,1
12908,0.0,0.0,2016.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,48.0,0.0,2.0,0,4.0,1,0,1,0.0,0,0,0,0,2
12964,0.0,11.0,2016.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,1.0,1.0,0,0.0,2,0,1,0.0,0,0,1,0,1
13746,0.0,0.0,2016.0,6.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,314.0,0.0,38.4,0.0,0.0,0,0.0,2,0,1,1.0,0,0,1,0,0
13776,0.0,3.0,2016.0,6.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,314.0,0.0,46.4,1.0,1.0,3,4.0,2,0,1,1.0,0,0,1,0,2
13858,0.0,11.0,2016.0,6.0,6.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,88.0,0.0,2.0,0,0.0,2,0,1,1.0,1,0,0,0,1
14023,0.0,3.0,2016.0,7.0,13.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,241.0,0.0,73.92,1.0,2.0,5,5.0,2,0,1,1.0,1,0,0,0,2
14100,0.0,10.0,2016.0,7.0,12.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,177.0,0.0,73.4,0.0,2.0,0,0.0,2,0,1,1.0,1,0,1,0,2
14112,0.0,13.0,2016.0,7.0,10.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,96.25,0.0,0.0,3,2.0,2,0,1,1.0,1,0,1,0,2
14193,0.0,19.0,2016.0,8.0,14.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,69.0,0.0,4.0,4,4.0,2,0,1,1.0,0,0,0,0,2
14245,0.0,0.0,2016.0,8.0,18.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,58.0,0.0,3.0,3,3.0,2,0,1,1.0,0,0,0,0,1
14399,0.0,12.0,2016.0,9.0,24.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,0.0,36.0,1.0,1.0,0,3.0,2,0,1,1.0,0,0,1,0,2
14554,0.0,17.0,2016.0,9.0,26.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,196.0,0.0,56.0,0.0,1.0,0,0.0,3,0,1,1.0,1,0,1,0,2
15003,0.0,4.0,2016.0,11.0,12.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,0.0,46.0,0.0,0.0,2,2.0,2,0,1,2.0,0,0,1,0,1
15006,0.0,2.0,2016.0,11.0,11.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,68.0,0.0,1.0,3,4.0,3,0,1,2.0,0,0,0,0,1
15020,0.0,1.0,2016.0,11.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,58.0,0.0,1.0,0,3.0,2,0,1,2.0,0,0,0,0,1
15046,0.0,8.0,2016.0,11.0,11.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,171.0,0.0,37.0,0.0,1.0,3,3.0,2,0,1,2.0,0,0,1,0,1
15116,0.0,2.0,2016.0,12.0,13.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,85.0,0.0,1.0,3,3.0,2,0,1,2.0,1,0,3,1,2
15126,0.0,40.0,2016.0,12.0,13.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,0.0,35.15,0.0,2.0,3,3.0,2,0,1,2.0,0,0,1,0,2
15278,0.0,1.0,2016.0,12.0,17.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,64.33,1.0,0.0,3,3.0,2,0,1,2.0,0,0,3,1,2
15283,0.0,17.0,2016.0,12.0,18.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,0.0,58.0,0.0,2.0,0,0.0,2,0,1,2.0,1,0,1,0,1
15308,0.0,2.0,2016.0,12.0,17.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,171.0,0.0,30.0,0.0,1.0,0,0.0,2,0,1,2.0,0,0,1,0,2
15406,0.0,19.0,2016.0,13.0,21.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,196.0,0.0,30.0,0.0,0.0,0,2.0,2,0,1,2.0,0,0,1,0,1
15440,0.0,17.0,2016.0,12.0,19.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,48.0,0.0,3.0,0,3.0,2,0,1,2.0,0,0,0,0,2
15458,0.0,5.0,2016.0,13.0,20.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,171.0,0.0,41.4,0.0,0.0,0,2.0,2,0,1,2.0,0,0,1,0,0
15470,0.0,30.0,2016.0,13.0,20.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,29.0,0.0,2.0,0,0.0,2,0,1,2.0,0,0,1,0,2
15471,0.0,34.0,2016.0,13.0,24.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,241.0,0.0,65.45,0.0,2.0,4,4.0,2,0,1,2.0,0,0,0,0,2
15504,0.0,8.0,2016.0,13.0,23.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,51.0,0.0,1.0,0,2.0,2,0,1,2.0,0,0,3,1,2
15774,0.0,61.0,2016.0,14.0,27.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,56.0,0.0,1.0,3,3.0,2,0,1,2.0,0,0,0,0,1
15808,0.0,32.0,2016.0,14.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,174.0,1.0,0.0,6,6.0,2,0,1,3.0,1,0,3,1,1
16083,0.0,14.0,2016.0,15.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,0.0,43.11,0.0,0.0,0,2.0,2,0,1,3.0,0,0,1,0,2
16106,0.0,3.0,2016.0,16.0,11.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,75.0,0.0,2.0,3,3.0,2,0,1,3.0,0,0,0,0,1
16165,0.0,95.0,2016.0,15.0,9.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,242.0,0.0,52.2,0.0,2.0,0,2.0,2,0,1,3.0,0,0,0,0,2
16400,0.0,5.0,2016.0,17.0,20.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,85.0,0.0,2.0,4,4.0,2,0,1,3.0,0,0,0,0,2
16407,0.0,33.0,2016.0,17.0,17.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,171.0,0.0,52.2,0.0,2.0,3,3.0,2,0,1,3.0,0,0,1,0,2
16538,0.0,1.0,2016.0,18.0,26.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,85.5,1.0,2.0,0,2.0,2,0,1,3.0,0,0,0,0,1
16741,0.0,26.0,2016.0,17.0,23.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,250.0,0.0,121.0,1.0,3.0,4,4.0,3,0,1,3.0,1,0,3,1,2
17003,0.0,3.0,2016.0,19.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,83.0,1.0,1.0,0,0.0,2,0,1,4.0,0,0,0,0,1
17041,0.0,2.0,2016.0,19.0,7.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,139.0,0.0,0.0,6,6.0,2,0,1,4.0,0,0,3,1,1
17193,0.0,52.0,2016.0,19.0,1.0,4.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,243.0,0.0,37.4,0.0,0.0,0,3.0,0,0,1,4.0,0,0,1,0,0
